species,sex,beak_length,beak_depth,tarsus_length,wing_length,tail_length
Cinnyris jugularis,M,22.0,,15.3,51.0,31.0
Cinnyris jugularis,M,19.9,,14.9,53.5,33.0
Cinnyris jugularis,M,20.5,,14.7,52.0,33.0
Cinnyris jugularis,M,20.4,,15.1,53.5,34.0
Cinnyris jugularis,M,20.9,,15.1,49.0,29.0
Cinnyris jugularis,M,21.3,,15.0,55.0,35.0
Cinnyris jugularis,F,18.9,,14.5,54.5,35.0
Cinnyris jugularis,F,17.6,,14.5,52.5,35.0
Cinnyris jugularis,F,18.3,,14.1,55.0,
Cinnyris jugularis,M,21.5,2.7,15.9,54.0,36.0
Cinnyris jugularis,F,19.9,,14.3,56.5,36.0
Cinnyris jugularis,M,20.8,2.6,15.0,55.0,
Cinnyris jugularis,F,20.9,,15.2,55.5,37.0
Cinnyris jugularis,M,22.4,2.7,15.5,54.0,
Cinnyris jugularis,M,21.9,2.8,14.5,54.0,
Cinnyris jugularis,M,21.4,2.5,14.9,57.0,
Cinnyris jugularis,M,20.0,,14.9,54.0,
Cinnyris jugularis,F,19.1,,14.4,54.0,34.0
Cinnyris jugularis,M,19.3,2.6,14.1,50.0,
Cinnyris jugularis,M,20.0,2.4,15.0,51.0,
Cinnyris jugularis,F,18.8,,14.5,,
Cinnyris jugularis,M,21.2,2.5,15.5,50.0,32.0
Cinnyris jugularis,M,20.6,2.6,14.9,52.0,
Cinnyris jugularis,F,18.9,,14.5,,
Cinnyris jugularis,M,21.2,2.8,15.0,50.0,33.0
Cinnyris jugularis,F,20.2,,14.3,,
Cinnyris jugularis,M,20.4,,14.7,52.0,34.0
Cinnyris jugularis,F,20.1,,14.0,55.0,37.0
Cinnyris jugularis,F,20.2,,14.2,56.0,38.0
Cinnyris jugularis,M,20.7,2.5,15.0,56.5,36.0
Cinnyris jugularis,M,20.4,2.5,14.5,57.0,37.0
Cinnyris jugularis,M,21.8,2.6,15.4,54.0,35.0
Cinnyris jugularis,M,20.0,2.5,15.0,56.0,36.0
Cinnyris jugularis,M,22.0,2.7,14.9,54.5,31.0
Cinnyris jugularis,F,20.4,,14.0,55.0,38.0
Cinnyris jugularis,F,20.7,,14.7,55.5,36.0
Cinnyris jugularis,F,19.2,,14.3,54.0,36.0
Cinnyris jugularis,M,21.7,,15.1,57.0,37.0
Cinnyris jugularis,F,19.7,,14.6,54.0,40.0
Cinnyris jugularis,M,21.7,,15.4,55.0,36.0
Cinnyris jugularis,F,19.9,,13.6,54.0,38.0
Cinnyris jugularis,F,19.3,,14.1,54.0,38.0
Cinnyris jugularis,F,20.4,,14.5,54.5,33.0
Cinnyris jugularis,F,18.9,2.5,14.1,,
Cinnyris jugularis,M,19.4,2.6,15.0,51.0,29.0
Cinnyris jugularis,F,19.6,2.7,13.8,,
Cinnyris jugularis,F,19.5,2.6,14.1,,
Cinnyris jugularis,F,19.0,2.8,14.0,51.0,33.0
Cinnyris jugularis,F,20.9,2.5,14.8,54.0,35.0
Cinnyris jugularis,M,22.0,2.6,14.5,54.0,35.0
Cinnyris jugularis,F,20.4,2.5,14.7,56.5,39.0
Cinnyris jugularis,F,20.4,2.5,15.0,55.0,37.0
Cinnyris jugularis,F,21.2,2.5,14.4,56.0,38.0
Cinnyris jugularis,F,19.7,2.5,14.4,55.0,38.0
Cinnyris jugularis,M,20.8,2.6,14.8,54.0,36.0
Cinnyris jugularis,F,19.7,2.4,14.3,55.0,37.0
Cinnyris jugularis,F,19.8,2.5,14.3,55.0,36.5
Cinnyris jugularis,M,20.9,2.7,14.8,53.5,36.0
Cinnyris jugularis,M,19.9,3.1,15.2,54.0,36.5
Cinnyris jugularis,M,21.6,2.6,15.2,52.5,31.0
Cinnyris jugularis,F,20.2,2.5,13.6,51.0,
Cinnyris jugularis,F,20.6,2.4,14.6,55.0,
Cinnyris jugularis,M,21.7,2.6,14.8,52.5,33.0
Cinnyris jugularis,F,20.3,2.5,14.6,51.0,
Cinnyris jugularis,F,19.4,2.2,13.6,52.0,
Cinnyris jugularis,M,21.0,2.4,14.9,52.5,33.0
Cinnyris jugularis,F,19.2,2.4,14.3,56.0,36.0
Cinnyris jugularis,M,19.2,2.4,15.0,57.0,38.0
Cinnyris jugularis,F,19.4,2.2,14.0,57.0,39.0
Cinnyris jugularis,F,19.2,2.2,14.0,56.0,36.0
Cinnyris jugularis,F,19.2,2.3,14.2,54.5,36.0
Cinnyris jugularis,M,20.2,2.7,14.7,55.0,37.0
Cinnyris jugularis,M,21.8,2.7,15.0,54.0,36.0
Cinnyris jugularis,M,21.6,2.6,14.7,53.0,36.0
Cinnyris jugularis,M,21.0,2.7,15.0,54.0,
Cinnyris jugularis,M,21.0,2.7,15.1,54.0,
Cinnyris jugularis,M,21.9,2.6,15.6,53.0,36.0
Cinnyris jugularis,M,21.0,2.5,15.5,55.0,37.0
Cinnyris jugularis,M,22.2,2.5,15.1,53.0,38.0
Cinnyris jugularis,M,21.8,2.6,14.8,53.0,37.0
Cinnyris jugularis,F,20.2,2.6,14.6,54.0,37.0
Cinnyris jugularis,M,21.7,2.8,15.5,56.0,39.0
Cinnyris jugularis,F,19.6,2.6,14.6,54.0,36.0
Cinnyris jugularis,F,20.9,2.5,14.2,53.0,
Cinnyris jugularis,M,19.6,2.9,,55.0,37.0
Cinnyris jugularis,F,20.3,2.3,14.3,53.0,38.0
Cinnyris jugularis,M,20.9,2.5,15.2,55.0,39.0
Cinnyris jugularis,M,21.1,2.7,14.8,54.5,37.0
Cinnyris jugularis,F,20.6,2.3,13.9,54.0,36.0
Cinnyris jugularis,M,22.0,2.6,15.4,53.0,39.0
Cinnyris jugularis,M,21.3,2.4,15.3,55.0,36.0
Cinnyris jugularis,M,22.1,2.5,14.1,51.0,
Cinnyris jugularis,F,22.6,2.6,13.5,53.0,
Cinnyris jugularis,M,21.5,2.3,15.2,56.0,37.0
Cinnyris jugularis,M,21.3,2.4,15.1,53.0,36.0
Cinnyris jugularis,M,21.4,2.6,14.1,55.0,37.5
Cinnyris jugularis,F,20.4,2.4,13.1,53.0,36.0
Cinnyris jugularis,M,22.0,2.7,14.4,55.0,37.0
Cinnyris jugularis,M,21.8,2.5,14.2,56.0,39.0
Cinnyris jugularis,F,21.0,2.2,13.4,54.0,39.0
Cinnyris jugularis,M,22.6,2.6,14.2,57.0,38.0
Cinnyris jugularis,F,22.3,2.6,13.9,55.0,36.0
Cinnyris jugularis,F,22.0,2.5,14.0,54.0,36.0
Cinnyris jugularis,M,22.9,2.6,14.3,53.0,36.0
Cinnyris jugularis,M,22.9,2.6,13.5,55.0,37.0
Cinnyris jugularis,M,21.4,2.6,14.2,55.0,37.5
Cinnyris jugularis,F,20.3,2.2,13.1,54.5,36.5
Cinnyris jugularis,F,19.9,2.7,13.4,55.0,38.0
Cinnyris jugularis,M,22.1,2.8,13.7,54.0,39.0
Cinnyris jugularis,M,23.4,2.6,14.0,53.0,39.0
Cinnyris jugularis,U,19.5,2.4,14.2,53.0,37.0
Cinnyris jugularis,F,19.9,2.3,14.4,54.0,35.0
Cinnyris jugularis,M,20.5,2.4,15.7,52.5,
Cinnyris jugularis,M,21.3,2.4,15.0,57.0,38.0
Cinnyris jugularis,M,20.9,2.3,15.2,56.0,37.0
Cinnyris jugularis,F,19.2,2.4,14.2,54.0,35.0
Cinnyris jugularis,F,20.7,2.3,14.8,55.0,
Cinnyris jugularis,U,18.3,2.2,14.7,55.0,37.0
Cinnyris jugularis,M,20.4,2.3,15.0,58.0,39.0
Cinnyris jugularis,F,21.0,2.6,15.1,56.0,38.0
Cinnyris jugularis,F,20.7,2.4,14.3,55.0,38.0
Cinnyris jugularis,M,20.5,2.2,14.4,56.0,37.0
Cinnyris jugularis,F,19.5,2.4,14.6,56.0,37.5
Cinnyris jugularis,M,20.7,2.4,14.7,,
Cinnyris jugularis,F,19.9,2.4,14.3,56.0,37.5
Cinnyris jugularis,M,20.1,2.7,14.5,51.0,32.0
Cinnyris jugularis,M,20.6,2.4,14.8,54.0,
Cinnyris jugularis,M,20.4,2.5,15.1,52.0,
Cinnyris jugularis,M,19.4,2.4,15.6,55.0,38.0
Cinnyris jugularis,F,19.9,2.5,14.1,55.0,36.0
Cinnyris jugularis,M,20.8,2.6,15.6,54.0,
Cinnyris jugularis,F,20.1,2.4,14.4,56.0,
Cinnyris jugularis,F,19.7,2.2,13.4,56.0,38.0
Cinnyris jugularis,M,21.1,2.6,15.6,54.0,35.0
Cinnyris jugularis,F,20.3,2.5,,55.0,39.0
Cinnyris jugularis,M,21.3,2.3,14.5,53.0,35.0
Cinnyris jugularis,M,20.2,2.6,15.0,54.0,34.0
Cinnyris jugularis,F,20.1,2.2,14.4,49.0,33.0
Cinnyris jugularis,M,20.7,2.5,15.1,53.0,33.0
Cinnyris jugularis,M,20.5,2.6,15.4,50.0,32.5
Cinnyris jugularis,F,20.4,2.4,14.1,50.0,33.0
Cinnyris jugularis,F,20.2,2.3,14.6,49.0,30.0
Cinnyris jugularis,F,20.1,2.4,14.1,50.0,35.0
Cinnyris jugularis,F,20.1,2.3,14.5,50.0,32.0
Cinnyris jugularis,M,20.9,2.5,14.5,51.0,34.0
Cinnyris jugularis,F,19.6,2.2,14.0,52.0,33.0
Cinnyris jugularis,M,21.1,2.4,15.5,51.0,35.0
Cinnyris jugularis,F,19.4,2.3,14.4,51.0,34.0
Cinnyris jugularis,M,22.1,2.6,15.1,50.0,33.0
Cinnyris jugularis,M,22.9,2.5,14.3,50.0,32.0
Cinnyris jugularis,M,20.9,2.5,15.3,53.0,35.0
Cinnyris jugularis,M,19.6,2.4,14.6,53.0,33.0
Cinnyris jugularis,M,21.0,2.4,15.5,55.0,37.0
Cinnyris jugularis,M,21.2,2.5,14.0,55.0,38.0
Cinnyris jugularis,M,21.4,2.5,15.0,54.0,36.5
Cinnyris jugularis,M,21.6,2.3,14.6,51.5,35.0
Cinnyris jugularis,F,21.3,2.1,14.4,55.0,38.0
Cinnyris jugularis,M,20.5,2.3,14.1,53.0,36.0
Cinnyris jugularis,M,21.4,2.5,15.0,57.0,38.0
Cinnyris jugularis,M,20.8,2.3,16.6,53.5,37.0
Cinnyris jugularis,M,21.9,2.3,14.9,55.5,35.0
Cinnyris jugularis,M,20.7,2.6,15.0,56.5,36.0
Cinnyris jugularis,M,21.5,2.3,15.1,56.5,35.0
Cinnyris jugularis,M,20.5,2.2,14.4,54.0,37.0
Cinnyris jugularis,M,21.0,2.3,15.2,55.0,37.0
Cinnyris jugularis,M,21.6,2.3,14.6,57.5,36.0
Cinnyris jugularis,M,22.0,2.6,15.1,57.0,39.0
Cinnyris jugularis,M,21.3,2.4,15.1,56.0,35.0
Cinnyris jugularis,M,21.5,2.3,15.1,,
Cinnyris jugularis,F,20.3,2.3,14.7,55.5,39.0
Cinnyris jugularis,M,21.3,2.3,15.3,54.5,35.0
Cinnyris jugularis,M,21.2,2.5,15.3,55.5,35.0
Cinnyris jugularis,M,21.4,2.6,15.7,54.5,34.0
Cinnyris jugularis,M,20.8,2.2,14.8,56.0,37.0
Cinnyris jugularis,F,20.5,2.2,14.1,53.0,
Cinnyris jugularis,F,20.2,2.1,14.3,54.0,
Cinnyris jugularis,M,21.4,2.5,14.5,51.5,32.5
Cinnyris jugularis,M,22.2,2.5,15.2,51.0,33.0
Cinnyris jugularis,F,19.9,2.3,14.7,51.5,
Cinnyris jugularis,M,22.5,2.4,15.4,51.0,32.0
Cinnyris jugularis,F,19.3,2.1,13.9,54.0,
Cinnyris jugularis,M,20.9,2.3,15.1,53.5,34.0
Cinnyris jugularis,M,19.9,2.3,15.5,53.0,34.0
Cinnyris jugularis,F,21.3,2.2,14.9,51.0,
Cinnyris jugularis,M,22.8,2.4,15.1,53.0,
Cinnyris jugularis,F,20.5,2.2,14.1,50.0,
Cinnyris jugularis,M,22.1,2.5,14.8,51.0,33.0
Cinnyris jugularis,M,21.3,2.3,14.5,53.0,33.5
Cinnyris jugularis,F,19.3,2.1,14.3,51.0,32.0
Cinnyris jugularis,M,20.8,2.2,14.7,51.0,35.0
Cinnyris jugularis,M,20.0,2.2,14.4,52.0,32.0
Cinnyris jugularis,M,20.2,2.4,15.2,51.0,33.0
Cinnyris jugularis,U,19.9,2.3,14.6,52.0,34.0
Cinnyris jugularis,M,20.9,2.2,15.2,51.0,34.0
Cinnyris jugularis,F,20.5,2.4,14.4,50.0,33.0
Cinnyris jugularis,F,20.7,2.3,14.6,52.0,35.0
Cinnyris jugularis,F,20.5,2.3,14.5,52.0,34.0
Cinnyris jugularis,M,22.0,2.4,15.2,50.0,34.0
Cinnyris jugularis,M,20.8,2.3,14.8,49.5,33.5
Cinnyris jugularis,F,20.8,2.2,13.7,50.0,32.0
Cinnyris jugularis,F,19.6,2.2,14.1,51.0,33.0
Cinnyris jugularis,F,19.6,2.5,13.6,59.0,33.0
Cinnyris jugularis,M,20.1,2.5,13.9,52.0,
Cinnyris jugularis,F,22.0,2.4,14.3,51.0,
Cinnyris jugularis,F,21.9,2.2,14.3,52.0,
Cinnyris jugularis,M,21.1,2.6,13.0,50.0,
Cinnyris jugularis,M,22.3,2.5,14.2,49.0,
Cinnyris jugularis,F,21.4,2.3,14.1,51.0,
Cinnyris jugularis,M,21.5,2.3,14.1,52.0,
Cinnyris jugularis,M,23.1,2.7,15.1,51.0,
Cinnyris jugularis,M,22.6,2.6,14.0,52.0,
Cinnyris jugularis,M,21.6,2.6,13.9,50.0,
Cinnyris jugularis,M,21.5,2.6,14.3,54.0,37.0
Cinnyris jugularis,M,22.7,2.5,13.9,55.0,37.0
Cinnyris jugularis,M,21.8,2.5,13.9,53.0,37.0
Cinnyris jugularis,M,21.7,2.3,14.4,53.0,35.0
Cinnyris jugularis,F,18.9,2.4,13.9,55.0,39.0
Cinnyris jugularis,F,19.8,2.3,14.5,58.0,40.0
Cinnyris jugularis,F,20.2,2.5,14.8,53.0,38.0
Cinnyris jugularis,F,20.4,2.4,14.3,52.0,
Cinnyris jugularis,F,20.0,2.4,14.2,53.0,32.0
Cinnyris jugularis,M,19.2,2.3,14.8,54.0,
Cinnyris jugularis,M,21.7,2.6,14.8,53.0,
Cinnyris jugularis,F,20.1,2.3,14.1,52.0,
Cinnyris jugularis,F,19.9,2.2,13.8,52.0,
Cinnyris jugularis,M,21.4,2.5,14.4,60.0,
Cinnyris jugularis,M,21.7,2.6,13.2,56.0,38.5
Cinnyris jugularis,F,,,,50.0,32.0
Cinnyris jugularis,M,,,,53.0,35.5
Cinnyris jugularis,M,,,,54.0,35.0
Cinnyris jugularis,M,,,,53.0,37.0
Cinnyris jugularis,F,,,,55.0,
Cinnyris jugularis,M,,,,51.0,33.0
Cinnyris jugularis,M,,,,53.0,36.0
Cinnyris jugularis,F,,,,53.0,
Cinnyris jugularis,M,,,,51.5,34.0
Cinnyris jugularis,M,,,,54.0,36.0
Cinnyris jugularis,F,20.3,2.2,13.3,54.0,37.0
Cinnyris jugularis,M,21.1,2.2,13.4,52.0,37.0
Cinnyris jugularis,M,21.5,2.2,14.3,55.5,38.0
Cinnyris jugularis,M,21.3,2.2,14.8,53.5,38.0
Cinnyris jugularis,F,20.5,2.6,13.0,55.0,36.0
Cinnyris jugularis,F,20.5,2.4,13.0,53.5,38.0
Cinnyris jugularis,F,22.0,2.3,13.5,53.0,36.0
Cinnyris jugularis,M,23.5,2.5,13.2,55.0,39.0
Cinnyris jugularis,M,23.0,2.6,14.4,55.0,38.0
Cinnyris jugularis,M,20.5,2.8,15.1,56.0,
Cyanomitra olivacea,F,23.8,,15.5,53.0,41.5
Cyanomitra olivacea,M,23.1,,14.9,59.5,49.5
Cyanomitra olivacea,M,24.0,,15.5,57.0,44.0
Cyanomitra olivacea,F,25.0,,15.4,55.0,45.0
Cyanomitra olivacea,M,25.1,3.6,16.0,62.0,43.0
Cyanomitra olivacea,M,23.9,3.1,14.8,64.5,55.0
Cyanomitra olivacea,M,25.4,3.5,16.6,65.0,50.0
Cyanomitra olivacea,M,23.8,3.5,15.8,65.0,50.0
Cyanomitra olivacea,F,23.6,3.2,15.4,62.0,52.0
Cyanomitra olivacea,F,23.8,3.1,15.2,60.0,45.0
Cyanomitra olivacea,M,23.5,,14.9,54.0,39.5
Cyanomitra olivacea,M,26.0,3.4,15.6,61.0,45.0
Cyanomitra olivacea,M,24.0,3.7,16.2,66.0,47.0
Cyanomitra olivacea,M,23.8,3.5,15.8,62.0,46.0
Cyanomitra olivacea,M,26.2,3.6,15.9,64.0,50.0
Cyanomitra olivacea,F,21.2,,16.9,55.0,43.0
Cyanomitra olivacea,M,27.6,,17.3,68.0,61.0
Cyanomitra olivacea,M,,,17.2,69.0,64.0
Cyanomitra olivacea,F,25.9,,17.4,60.0,49.0
Cyanomitra olivacea,M,,,,60.0,48.0
Cyanomitra olivacea,F,,,,55.0,42.0
Cyanomitra olivacea,F,,,,55.0,43.0
Cyanomitra olivacea,M,,,,65.0,55.0
Cyanomitra olivacea,M,,,,64.0,56.0
Cyanomitra olivacea,M,,,,62.0,49.0
Cyanomitra olivacea,U,,,,65.0,45.0
Cyanomitra olivacea,M,,,,62.0,52.0
Cyanomitra olivacea,U,,,,56.0,38.0
Cyanomitra olivacea,M,,,,63.0,51.0
Cyanomitra olivacea,F,,,,58.0,40.0
Cyanomitra olivacea,F,,,,60.0,40.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,F,,,,58.0,42.0
Cyanomitra olivacea,M,,,,61.0,51.0
Cyanomitra olivacea,U,,,,66.0,57.0
Cyanomitra olivacea,U,,,,64.0,59.0
Cyanomitra olivacea,M,,,,68.0,34.0
Cyanomitra olivacea,M,,,,62.0,45.0
Cyanomitra olivacea,F,,,,54.0,39.0
Cyanomitra olivacea,U,,,,58.0,39.0
Cyanomitra olivacea,U,,,,53.0,33.0
Cyanomitra olivacea,U,,,,60.0,48.0
Cyanomitra olivacea,F,,,,56.0,43.0
Cyanomitra olivacea,M,,,,62.0,50.0
Cyanomitra olivacea,M,,,,62.0,50.0
Cyanomitra olivacea,F,,,,43.0,42.0
Cyanomitra olivacea,U,,,,54.0,41.0
Cyanomitra olivacea,M,,,,64.0,54.0
Cyanomitra olivacea,M,,,,63.0,53.0
Cyanomitra olivacea,M,,,,64.0,49.0
Cyanomitra olivacea,U,,,,64.0,
Cyanomitra olivacea,M,,,,62.0,48.0
Cyanomitra olivacea,M,,,,63.0,50.0
Cyanomitra olivacea,M,,,,62.0,48.0
Cyanomitra olivacea,F,,,,53.0,39.0
Cyanomitra olivacea,F,,,,55.0,39.0
Cyanomitra olivacea,U,,,,55.0,41.0
Cyanomitra olivacea,F,,,,54.0,41.0
Cyanomitra olivacea,F,,,,53.0,40.0
Cyanomitra olivacea,F,,,,57.0,38.0
Cyanomitra olivacea,U,,,,56.0,41.0
Cyanomitra olivacea,F,,,,58.0,38.0
Cyanomitra olivacea,U,,,,56.0,42.0
Cyanomitra olivacea,U,,,,56.0,43.0
Cyanomitra olivacea,U,,,,67.0,55.0
Cyanomitra olivacea,F,,,,55.0,39.0
Cyanomitra olivacea,F,,,,55.0,39.0
Cyanomitra olivacea,U,,,,55.0,39.0
Cyanomitra olivacea,F,,,,57.0,42.0
Cyanomitra olivacea,U,,,,55.0,42.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,M,,,,62.0,53.0
Cyanomitra olivacea,F,,,,52.0,39.0
Cyanomitra olivacea,U,,,,55.0,42.0
Cyanomitra olivacea,F,,,,56.0,42.0
Cyanomitra olivacea,F,,,,53.0,39.0
Cyanomitra olivacea,F,,,,56.0,41.0
Cyanomitra olivacea,F,,,,56.0,41.0
Cyanomitra olivacea,F,,,,53.0,41.0
Cyanomitra olivacea,U,,,,55.0,40.0
Cyanomitra olivacea,M,,,,58.0,47.0
Cyanomitra olivacea,F,,,,52.0,39.0
Cyanomitra olivacea,U,,,,62.0,53.0
Cyanomitra olivacea,M,,,,62.0,51.0
Cyanomitra olivacea,M,,,,63.0,56.0
Cyanomitra olivacea,M,,,,61.0,49.0
Cyanomitra olivacea,M,,,,63.0,52.0
Cyanomitra olivacea,U,,,,52.0,41.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,M,,,,61.0,50.0
Cyanomitra olivacea,U,,,,53.0,41.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,F,,,,57.0,42.0
Cyanomitra olivacea,M,,,,61.0,49.0
Cyanomitra olivacea,F,,,,55.0,37.0
Cyanomitra olivacea,M,,,,61.0,52.0
Cyanomitra olivacea,F,,,,55.0,43.0
Cyanomitra olivacea,U,,,,61.0,51.0
Cyanomitra olivacea,M,,,,62.0,52.0
Cyanomitra olivacea,U,,,,60.0,50.0
Cyanomitra olivacea,M,,,,61.0,49.0
Cyanomitra olivacea,M,,,,61.0,50.0
Cyanomitra olivacea,U,,,,54.0,40.0
Cyanomitra olivacea,U,,,,55.0,41.0
Cyanomitra olivacea,M,,,,59.0,47.0
Cyanomitra olivacea,F,,,,53.0,39.0
Cyanomitra olivacea,M,,,,62.0,47.0
Cyanomitra olivacea,U,,,,56.0,48.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,M,,,,60.0,50.0
Cyanomitra olivacea,F,,,,57.0,37.0
Cyanomitra olivacea,U,,,,55.0,37.0
Cyanomitra olivacea,F,,,,55.0,48.0
Cyanomitra olivacea,M,,,,62.0,52.0
Cyanomitra olivacea,M,,,,62.0,54.0
Cyanomitra olivacea,M,,,,62.0,52.0
Cyanomitra olivacea,U,,,,52.0,39.0
Cyanomitra olivacea,U,,,,56.0,41.0
Cyanomitra olivacea,U,,,,61.0,51.0
Cyanomitra olivacea,M,,,,61.0,52.0
Cyanomitra olivacea,U,,,,55.0,41.0
Cyanomitra olivacea,M,,,,57.0,44.0
Cyanomitra olivacea,F,,,,55.0,43.0
Cyanomitra olivacea,U,,,,57.0,41.0
Cyanomitra olivacea,M,,,,59.0,45.0
Cyanomitra olivacea,M,,,,62.0,48.0
Cyanomitra olivacea,M,,,,60.0,49.0
Cyanomitra olivacea,M,,,,67.0,51.0
Cyanomitra olivacea,U,,,,65.0,41.0
Cyanomitra olivacea,U,,,,54.0,36.0
Cyanomitra olivacea,U,,,,53.0,39.0
Cyanomitra olivacea,M,,,,61.0,48.0
Cyanomitra olivacea,M,,,,61.0,46.0
Cyanomitra olivacea,U,,,,55.0,39.0
Cyanomitra olivacea,M,,,,61.0,47.0
Cyanomitra olivacea,M,,,,63.0,60.0
Cyanomitra olivacea,U,,,,62.0,51.0
Cyanomitra olivacea,U,,,,53.0,40.0
Cyanomitra olivacea,U,,,,53.0,41.0
Cyanomitra olivacea,U,,,,57.0,40.0
Cyanomitra olivacea,U,,,,55.0,40.0
Cyanomitra olivacea,U,,,,57.0,40.0
Cyanomitra olivacea,F,,,,53.0,31.0
Cyanomitra olivacea,F,,,,55.0,39.0
Cyanomitra olivacea,M,,,,60.0,50.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,M,,,,61.0,52.0
Cyanomitra olivacea,F,,,,56.0,44.0
Cyanomitra olivacea,M,,,,61.0,59.0
Cyanomitra olivacea,U,,,,61.0,51.0
Cyanomitra olivacea,U,,,,56.0,38.0
Cyanomitra olivacea,F,,,,55.0,42.0
Cyanomitra olivacea,U,,,,62.0,54.0
Cyanomitra olivacea,M,,,,62.0,54.0
Cyanomitra olivacea,F,,,,54.0,40.0
Cyanomitra olivacea,M,,,,61.0,48.0
Cyanomitra olivacea,M,,,,60.0,52.0
Cyanomitra olivacea,M,,,,61.0,50.0
Cyanomitra olivacea,M,,,,61.0,48.0
Cyanomitra olivacea,M,,,,60.0,52.0
Cyanomitra olivacea,U,,,,71.0,49.0
Cyanomitra olivacea,M,,,,62.0,52.0
Cyanomitra olivacea,U,,,,61.0,44.0
Cyanomitra olivacea,U,,,,56.0,38.0
Cyanomitra olivacea,U,,,,55.0,38.0
Cyanomitra olivacea,F,,,,56.0,41.0
Cyanomitra olivacea,U,,,,57.0,41.0
Cyanomitra olivacea,U,,,,59.0,45.0
Cyanomitra olivacea,M,,,,60.0,48.0
Cyanomitra olivacea,U,,,,53.0,41.0
Cyanomitra olivacea,F,,,,54.0,40.0
Cyanomitra olivacea,M,,,,62.0,50.0
Cyanomitra olivacea,M,,,,61.0,49.0
Cyanomitra olivacea,M,,,,61.0,48.0
Cyanomitra olivacea,F,,,,55.0,42.0
Cyanomitra olivacea,F,,,,54.0,39.0
Cyanomitra olivacea,M,,,,60.0,46.0
Cyanomitra olivacea,F,,,,53.0,41.0
Cyanomitra olivacea,M,,,,63.0,50.0
Cyanomitra olivacea,F,,,,54.0,38.0
Cyanomitra olivacea,M,,,,68.0,54.0
Cyanomitra olivacea,M,,,,62.0,55.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,M,,,,60.0,50.0
Cyanomitra olivacea,M,,,,62.0,51.0
Cyanomitra olivacea,M,,,,60.0,47.0
Cyanomitra olivacea,M,,,,60.0,47.0
Cyanomitra olivacea,M,,,,60.0,47.0
Cyanomitra olivacea,M,,,,61.0,42.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,M,,,,61.0,51.0
Cyanomitra olivacea,F,,,,56.0,39.0
Cyanomitra olivacea,M,,,,64.0,47.0
Cyanomitra olivacea,M,,,,60.0,48.0
Cyanomitra olivacea,M,,,,61.0,48.0
Cyanomitra olivacea,F,,,,54.0,42.0
Cyanomitra olivacea,F,,,,53.0,41.0
Cyanomitra olivacea,F,,,,55.0,40.5
Cyanomitra olivacea,M,,,,54.0,38.0
Cyanomitra olivacea,M,,,,63.0,46.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,F,,,,55.0,36.0
Cyanomitra olivacea,F,,,,55.0,42.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,M,,,,60.0,50.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,F,,,,55.0,39.0
Cyanomitra olivacea,U,,,,51.0,41.0
Cyanomitra olivacea,M,,,,61.0,48.0
Cyanomitra olivacea,M,,,,61.0,49.0
Cyanomitra olivacea,M,,,,62.0,50.0
Cyanomitra olivacea,M,,,,63.0,60.0
Cyanomitra olivacea,F,,,,56.0,39.0
Cyanomitra olivacea,M,,,,60.0,47.0
Cyanomitra olivacea,U,,,,53.0,40.0
Cyanomitra olivacea,U,,,,54.0,37.0
Cyanomitra olivacea,M,,,,63.0,50.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,M,,,,60.0,44.0
Cyanomitra olivacea,U,,,,55.0,40.0
Cyanomitra olivacea,F,,,,55.0,41.0
Cyanomitra olivacea,F,,,,56.0,42.0
Cyanomitra olivacea,F,,,,55.0,43.0
Cyanomitra olivacea,U,,,,55.0,41.0
Cyanomitra olivacea,M,,,,62.0,48.0
Cyanomitra olivacea,F,,,,61.0,50.0
Cyanomitra olivacea,F,,,,56.0,42.0
Cyanomitra olivacea,F,,,,53.0,38.0
Cyanomitra olivacea,M,,,,64.0,57.0
Cyanomitra olivacea,F,,,,56.0,42.0
Cyanomitra olivacea,F,,,,56.0,43.0
Cyanomitra olivacea,F,,,,53.0,38.0
Cyanomitra olivacea,M,,,,62.0,53.0
Cyanomitra olivacea,U,,,,55.0,41.0
Cyanomitra olivacea,F,,,,56.0,42.0
Cyanomitra olivacea,F,,,,54.0,40.0
Cyanomitra olivacea,U,,,,62.0,49.0
Cyanomitra olivacea,F,,,,55.0,40.0
Cyanomitra olivacea,F,,,,,39.0
Cyanomitra olivacea,F,,,,56.0,42.0
Cyanomitra olivacea,F,,,,56.0,43.0
